New Name,,surv,surv_2020,surv_2019,surv_2018,surv_2017
How satisfied were you with the events you attended? - Student organization industry speakers,,How satisfied were you with the events you attended? - Student organization industry speakers,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Student organization industry speakers,,,
How satisfied were you with the events you attended? - Career Forward Trek to Chicago (Spring Break 2022),,How satisfied were you with the events you attended? - Career Forward Trek to Chicago (Spring Break 2022),Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Student organization industry speakers,,"Please rate the impact of your participation in the following events. If you did not participate in an event, please select N/A. - Student organization employer trek","Please rate the impact of your participation in the following events. If you did not participate in an event, please select N/A. - Student organization employer trek"
How satisfied were you with the events you attended? - Employer led case-competition,,How satisfied were you with the events you attended? - Employer led case-competition,,,,
How satisfied were you with the events you attended? - None,,How satisfied were you with the events you attended? - None,,,,
"Please describe any additional employer career activities/events, if any, you would like to see on campus (or virtually) in the future. Be as specific as possible. Include employer, industry, and function when relevant.",,"Please describe any additional employer career activities/events, if
any, you would like to see on campus (or virtually) in the future. Be as
specific as possible. Include employer, industry, and function when relevant. (optional)",What specific employers or career opportunities by industry/function would you like to see present on campus in the future?,What specific employers or career opportunities by industry/function would you like to see present on campus in the future?,Which employers would you most like to see involved in campus recruiting moving forward?,
Is there anything else you would like us to know about your experience interacting with career services and/or our employers that would help us better support students in the future?,,"Is there anything else
you would like us to know about your experience interacting with career
services and/or our employers that would help us better support students in the
future? (optional)",Is there anything else you would like us to know about your experience interacting with career services and/or our employers that would help us better support students in the future?,Is there anything else you would like us to know about your experience interacting with career services and/or our employers that would help us better support students in the future?,Is there anything else you would like us to know about your career experience that would help us support students in the future?,
Please select the statement that BEST describes you about studying abroad.,,Please select the statement that BEST describes you.,Please select the study abroad statement that applies to you:,Please select the statement that applies to you:,Please select the study abroad statement that applies to you:,Please select the study abroad statement that applies to you:
In what duration of program did you or are you currently studying abroad?,,In what duration of program did you or are you currently studying abroad?,What duration of program did you (or do you plan to) study abroad in?,,Which study abroad program did you choose to participate in or do you plan to participate in? - Selected Choice,Which study abroad program did you choose to participate in or do you plan to participate in? - Selected Choice
In what region of the world did you or are you currently studying abroad?,,In what region of the world did you or are you currently studying abroad?,In what region of the world did you (or do you plan to) study abroad?,,,
What was/is your primary motivation for studying abroad? - Better academic knowledge: “To get a better university education”,,What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Better academic knowledge: “To get a better university education”,,,,
What was/is your primary motivation for studying abroad? - Career perspectives: “To expand my career opportunities and/or improve my career prospects”,,What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Career perspectives: “To expand my career opportunities and/or improve my career prospects”,,,,
What was/is your primary motivation for studying abroad? - Cross-cultural interest: “To get in contact with people from other countries”,,What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Cross-cultural interest: “To get in contact with people from other countries”,,,,
What was/is your primary motivation for studying abroad? - Getting away from home environment: “To get a break from usual surroundings”,,What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Getting away from home environment: “To get a break from usual surroundings”,,,,
What was/is your primary motivation for studying abroad? - Learning or improving foreign language skills: “To learn/improve a foreign language”,,What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Learning or improving foreign language skills: “To learn/improve a foreign language”,,,,
What was/is your primary motivation for studying abroad? - Leisure: “To have exciting experiences; to have fun”,,What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Leisure: “To have exciting experiences; to have fun”,,,,
What was/is your primary motivation for studying abroad? - Others’ expectations: “Because others (relatives and friends) expected or pushed me to study abroad”,,What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Others’ expectations: “Because others (relatives and friends) expected or pushed me to study abroad”,,,,
What was/is your primary motivation for studying abroad? - Personal growth: “To learn about myself; to encourage myself to change in some way”,,What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Personal growth: “To learn about myself; to encourage myself to change in some way”,,,,
What was/is your primary motivation for studying abroad? - Search for independence: “To find greater freedom; to gain independence”,,What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Search for independence: “To find greater freedom; to gain independence”,,,,
"What was/is your primary motivation for studying abroad? - Other, please specify:",,"What was/is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Other, please specify:",,,,
"What was/is your primary motivation for studying abroad? - Other, please specify: - Text",,"What was/is your primary motivation for studying abroad? (select up to 3) - Other, please specify: - Text",,,,
In what duration of program are you MOST interested in studying abroad?,,"In what duration of program are you MOST considering studying abroad? If you are ""not sure"" about your plans to study abroad, indicate what is MOST appealing.","If no barriers to study abroad, which duration would you most prefer","If there were no barriers to study abroad, indicate your top preference for program type:","If no barriers to study abroad, which duration would you most prefer","If no barriers to study abroad, which duration would you most prefer"
In what region of the world are you MOST interested in studying abroad?,,"In what region of the world are you MOST considering studying abroad?
If you are ""not sure"" about your plans to study abroad, indicate what is MOST appealing.","If no barriers to study abroad, which location would you most prefer",,"If no barriers to study abroad, which location would you most prefer","If no barriers to study abroad, which location would you most prefer"
What is your primary motivation for studying abroad? - Better academic knowledge: “To get a better university education”,,What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Better academic knowledge: “To get a better university education”,,,What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Receive academic credit,What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Receive academic credit
What is your primary motivation for studying abroad? - Career perspectives: “To expand my career opportunities and/or improve my career prospects”,,What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Career perspectives: “To expand my career opportunities and/or improve my career prospects”,,,What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Gain international business skills,What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Gain international business skills
What is your primary motivation for studying abroad? - Cross-cultural interest: “To get in contact with people from other countries”,,What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Cross-cultural interest: “To get in contact with people from other countries”,,,,
What is your primary motivation for studying abroad? - Getting away from home environment: “To get a break from usual surroundings”,,What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Getting away from home environment: “To get a break from usual surroundings”,,,,
What is your primary motivation for studying abroad? - Learning or improving foreign language skills: “To learn/improve a foreign language”,,What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Learning or improving foreign language skills: “To learn/improve a foreign language”,,,What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Improve language skills,What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Improve language skills
What is your primary motivation for studying abroad? - Leisure: “To have exciting experiences; to have fun”,,What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Leisure: “To have exciting experiences; to have fun”,,,,
What is your primary motivation for studying abroad? - Others’ expectations: “Because others (relatives and friends) expected or pushed me to study abroad”,,What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Others’ expectations: “Because others (relatives and friends) expected or pushed me to study abroad”,,,,
What is your primary motivation for studying abroad? - Personal growth: “To learn about myself; to encourage myself to change in some way”,,What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Personal growth: “To learn about myself; to encourage myself to change in some way”,,,,
What is your primary motivation for studying abroad? - Search for independence: “To find greater freedom; to gain independence”,,What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Search for independence: “To find greater freedom; to gain independence”,,,What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Travel independently while abroad,What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Travel independently while abroad
"What is your primary motivation for studying abroad? - Other, please specify:",,"What is your primary motivation for studying abroad? (select up to 3) - Selected Choice - Other, please specify:",,,"What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Other, please explain:","What are the reasons that you decided to study abroad? Select up to 2 reasons. - Selected Choice - Other, please explain:"
"What is your primary motivation for studying abroad? - Other, please specify: - Text",,"What is your primary motivation for studying abroad? (select up to 3) - Other, please specify: - Text",,,"What are the reasons that you decided to study abroad? Select up to 2 reasons. - Other, please explain: - Text","What are the reasons that you decided to study abroad? Select up to 2 reasons. - Other, please explain: - Text"
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I am an international student,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I am an international student,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Currently studying at UW-Madison as an international student,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Currently studying at UW-Madison as an international student,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Currently studying at UW-Madison as an international student,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Currently studying at UW-Madison as an international student
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have curricular/course concerns,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have curricular/course concerns,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Curricular / course issues / delayed graduation,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Curricular / course issues / delayed graduation,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Curricular / course issues / delayed graduation,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Curricular / course issues / delayed graduation
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I think it might delay my graduation timeline,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I think it might delay my graduation timeline,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Curricular / course issues / delayed graduation,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Curricular / course issues / delayed graduation,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Curricular / course issues / delayed graduation,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Curricular / course issues / delayed graduation
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have career/internships concerns,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have career/internships concerns,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Career / internship issues,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Career / internship issues,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Career / internship issues,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Career / internship issues
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have safety concerns/fears about traveling abroad,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have safety concerns/fears about traveling abroad,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Fear of the unknown / travel,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Fear of the unknown / travel,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Fear of the unknown / travel,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Fear of the unknown / travel
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I can't afford to/I have financial concerns,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I can't afford to/I have financial concerns,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Financial concerns,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Financial concerns,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Financial concerns,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Financial concerns
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have previous international experience(s),,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have previous international experience(s),Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Previous international experience,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Previous international experience,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Previous international experience,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Previous international experience
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have family obligations,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have family obligations,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Family obligations,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Family obligations,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Family obligations,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Family obligations
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have work obligations,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have work obligations,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Work commitments,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Work commitments,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Work commitments,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Work commitments
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I don't want to miss out on opportunities/involvement at UW-Madison,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I don't want to miss out on opportunities/involvement at UW-Madison,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Missing out on involvement at UW-Madison,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Missing out on involvement at UW-Madison,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Missing out on involvement at UW-Madison,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Missing out on involvement at UW-Madison
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have conflicts with lease/housing arrangements,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have conflicts with lease/housing arrangements,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Conflict with lease / housing arrangements,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Conflict with lease / housing arrangements,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Conflict with lease / housing arrangements,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Conflict with lease / housing arrangements
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have athletics obligations/I'm a student athlete,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have athletics obligations/I'm a student athlete,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Student athlete,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Student athlete,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Student athlete,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Student athlete
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have concerns related to my health or disability,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have concerns related to my health or disability,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Concern related to health or disability,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Concern related to health or disability,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Concern related to health or disability,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Concern related to health or disability
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I'm not interested in studying abroad,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I'm not interested in studying abroad,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - No interest / desire to study abroad,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - No interest / desire to study abroad,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - No interest / desire to study abroad,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - No interest / desire to study abroad
"You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - The study abroad duration/times don't interest me (e.g., semester, winter break, etc.)",,"You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - The study abroad duration/times don't interest me (e.g., semester, winter break, etc.)",,,,
"You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - The study abroad locations don't interest me (e.g., Europe, Latin America, etc.)",,"You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - The study abroad locations don't interest me (e.g., Europe, Latin America, etc.)",,,,
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I am concerned about how one or more of my identities might be received in a host country,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I am concerned about how one or more of my identities might be received in a host country,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Concern about how one or more of my identities might be received in a host country,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Concern about how one or more of my identities might be received in a host country,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Concern about how one or more of my identities might be received in a host country,Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Concern about how one or more of my identities might be received in a host country
You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - I have concerns related to COVID-19,,You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - I have concerns related to COVID-19,,,,
"You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - Other, please specify:",,"You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Selected Choice - Other, please specify:","Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Other, please explain:","Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Other, please explain:","Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Other, please explain:","Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Selected Choice - Other, please explain:"
"You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. - Other, please specify: - Text",,"You indicated you are unsure or do not plan to study abroad. Please indicate which of the follow are most contributing to your uncertainty or decision not to study abroad. (select up to 3) - Other, please specify: - Text","Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Other, please explain: - Text","Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Other, please explain: - Text","Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Other, please explain: - Text","Why are you not sure if you will study abroad or why have you decided to not study abroad? You may select up to 3 reasons. - Other, please explain: - Text"
How often do you feel safe in Grainger Hall?,,"How
often do you feel safe in Grainger Hall?",How often do you feel safe in Grainger Hall?,How often do you feel safe in Grainger Hall?,,
Why do you rarely or never feel safe in Grainger Hall? Please share how/if WSB can help you feel more safe in Grainger Hall in the space below.,,Why do you rarely or never feel safe in Grainger Hall? Please share how/if WSB can help you feel more safe in Grainger Hall in the space below. (optional),,,,
"How
often do you feel excluded in Grainger Hall?",,"How
often do you feel excluded in Grainger Hall?",How often do you feel excluded in Grainger Hall?,How often do you feel excluded in Grainger Hall?,,
How often do you feel welcome in Grainger Hall (classes virtual or in-person classes and WSB event)?,,"How often do you feel welcome in Grainger Hall?

""Grainger Hall"" refers to classes (virtual or in-person) or WSB events (virtual or in-person).",How often do you feel welcome in Grainger Hall?,How often do you feel welcome in Grainger Hall?,"Please indicate your level of agreement with the following statements: - I feel welcomed, included, and respected in Grainger Hall","Please indicate your level of agreement with the following statements: - I feel welcomed, included, and respected in Grainger Hall"
"How
often do you feel respected in Grainger Hall?",,"How
often do you feel respected in Grainger Hall?",How often do you feel respected in Grainger Hall?,How often do you feel respected in Grainger Hall?,"Please indicate your level of agreement with the following statements: - I feel welcomed, included, and respected in Grainger Hall","Please indicate your level of agreement with the following statements: - I feel welcomed, included, and respected in Grainger Hall"
"How
often do you feel respected during WSB group project work?",,"How
often do you feel respected during WSB group project work?",How often do you feel respected during WSB group project work?,How often do you feel respected during WSB group project work?,,
"How
often do you feel that your comments in class are respected by other students?",,"How
often do you feel that your comments in class are respected by other students?",How often do you feel that your comments in class are respected by other students?,How often do you feel that your comments in class are respected by other students?,,
"How
often have you had the opportunity to work with people of different race and/or
ethnic backgrounds as you?",,"How
often have you had the opportunity to work with people of different race and/or
ethnic backgrounds as you?",How often have you had the opportunity to work with people of different race and/or ethnic backgrounds than you?,,,
"How
often do you reflect on, and try to mitigate any unconscious bias you have when
working in diverse groups?",,"How
often do you reflect on, and try to mitigate any unconscious bias you have when
working in diverse groups?","How often do you reflect on, and try to mitigate any unconscious bias you have when working in diverse groups?",,,
"During
the current school year, have you considered leaving the School of Business?",,"During
the current school year, have you considered leaving the School of Business?","During the current school year, have you considered leaving the School of Business?","During the current school year, have you considered leaving the School of Business?",,
Why have you considered leaving the School of Business? - Academics too difficult,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Academics too difficult,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Academics too difficult,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Academics too difficult,,
Why have you considered leaving the School of Business? - Academics too easy,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Academics too easy,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Academics too easy,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Academics too easy,,
Why have you considered leaving the School of Business? - Other academic issue,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Other academic issue,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Other academic issues,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Other academic issues,,
Why have you considered leaving the School of Business? - Financial concerns,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Financial concerns,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Financial concerns,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Financial concerns,,
Why have you considered leaving the School of Business? - Change of career interest,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Change of career interest,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Change of career interest,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Change of career interest,,
Why have you considered leaving the School of Business? - Difficulty managing demands of school and work,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Difficulty managing demands of school and work,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Difficulty managing demands of school and work,se check all the reasons that you have considered leaving the School of Business. - Selected Choice - Difficulty managing demands of school and work,,
Why have you considered leaving the School of Business? - Too much of a party atmosphere,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Too much of a party atmosphere,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Too much of a party atmosphere,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Too much of a party atmosphere,,
Why have you considered leaving the School of Business? - Relations with other students,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Relations with other students,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Relations with other students,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Relations with other students,,
Why have you considered leaving the School of Business? - WSB climate or culture,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - WSB climate or culture,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - WSB climate or culture,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - WSB climate or culture,,
Why have you considered leaving the School of Business? - Unsafe or hostile environment in WSB,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Unsafe or hostile environment in WSB,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Unsafe or hostile environment in WSB,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Unsafe or hostile environment in WSB,,
Why have you considered leaving the School of Business? - UW-Madison or personal reasons not connected to WSB,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - UW-Madison or personal reasons – not connected to WSB,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - UW-Madison or personal reasons not connected to WSB,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - UW-Madison or personal reasons not connected to WSB,,
Why have you considered leaving the School of Business? - Concerns or issues related to COVID-19,,Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Concerns or issues related to COVID-19,,,,
